position,layer,regime,fold,n_train,n_test,accuracy,roc_auc
answer,0,joint,actor_06_statement_02,92,4,1.0,1.0
answer,0,joint,actor_07_statement_01,92,4,1.0,1.0
answer,0,joint,actor_07_statement_02,92,4,1.0,1.0
answer,0,joint,actor_08_statement_01,92,4,1.0,1.0
answer,0,joint,actor_08_statement_02,92,4,1.0,1.0
answer,0,joint,actor_09_statement_01,92,4,1.0,1.0
answer,0,joint,actor_09_statement_02,92,4,0.5,0.75
answer,0,joint,actor_10_statement_01,92,4,0.5,0.5
answer,0,joint,actor_10_statement_02,92,4,1.0,1.0
answer,0,joint,actor_11_statement_01,92,4,0.75,1.0
answer,0,joint,actor_11_statement_02,92,4,1.0,1.0
answer,0,joint,actor_12_statement_01,92,4,0.5,0.5
answer,0,joint,actor_12_statement_02,92,4,1.0,1.0
answer,0,joint,actor_13_statement_01,92,4,1.0,1.0
answer,0,joint,actor_13_statement_02,92,4,0.75,1.0
answer,0,joint,actor_14_statement_01,92,4,0.75,1.0
answer,0,joint,actor_14_statement_02,92,4,1.0,1.0
answer,0,joint,actor_15_statement_01,92,4,0.75,1.0
answer,0,joint,actor_15_statement_02,92,4,1.0,1.0
answer,0,joint,actor_16_statement_01,92,4,0.5,1.0
answer,0,joint,actor_16_statement_02,92,4,1.0,1.0
answer,0,joint,actor_17_statement_01,92,4,0.75,0.75
answer,0,joint,actor_17_statement_02,92,4,1.0,1.0
answer,0,joint,actor_18_statement_01,92,4,1.0,1.0
answer,0,joint,actor_18_statement_02,92,4,1.0,1.0
answer,0,joint,actor_19_statement_01,92,4,1.0,1.0
answer,0,joint,actor_19_statement_02,92,4,0.75,1.0
answer,0,joint,actor_20_statement_01,92,4,0.75,1.0
answer,0,joint,actor_20_statement_02,92,4,1.0,1.0
answer,0,joint,actor_21_statement_01,92,4,1.0,1.0
answer,0,joint,actor_21_statement_02,92,4,1.0,1.0
answer,0,joint,actor_22_statement_01,92,4,0.75,1.0
answer,0,joint,actor_22_statement_02,92,4,0.75,1.0
answer,0,joint,actor_23_statement_01,92,4,1.0,1.0
answer,0,joint,actor_23_statement_02,92,4,1.0,1.0
answer,0,joint,actor_24_statement_01,92,4,0.75,1.0
answer,0,joint,actor_24_statement_02,92,4,0.5,0.5
answer,1,speaker,actor_01_statement_None,184,8,0.75,0.875
answer,1,speaker,actor_02_statement_None,184,8,0.875,1.0
answer,1,speaker,actor_03_statement_None,184,8,0.875,1.0
answer,1,speaker,actor_04_statement_None,184,8,0.75,0.75
answer,1,speaker,actor_05_statement_None,184,8,0.875,0.8125
answer,1,speaker,actor_06_statement_None,184,8,1.0,1.0
answer,1,speaker,actor_07_statement_None,184,8,1.0,1.0
answer,1,speaker,actor_08_statement_None,184,8,0.375,0.4375
answer,1,speaker,actor_09_statement_None,184,8,0.5,0.6875
answer,1,speaker,actor_10_statement_None,184,8,0.875,0.8125
answer,1,speaker,actor_11_statement_None,184,8,0.75,1.0
answer,1,speaker,actor_12_statement_None,184,8,0.5,0.625
answer,1,speaker,actor_13_statement_None,184,8,0.625,0.875
answer,1,speaker,actor_14_statement_None,184,8,1.0,1.0
answer,1,speaker,actor_15_statement_None,184,8,0.875,0.9375
answer,1,speaker,actor_16_statement_None,184,8,0.875,1.0
answer,1,speaker,actor_17_statement_None,184,8,0.625,0.9375
answer,1,speaker,actor_18_statement_None,184,8,0.75,0.875
answer,1,speaker,actor_19_statement_None,184,8,0.75,0.75
answer,1,speaker,actor_20_statement_None,184,8,0.75,0.8125
answer,1,speaker,actor_21_statement_None,184,8,0.75,0.875
answer,1,speaker,actor_22_statement_None,184,8,0.875,1.0
answer,1,speaker,actor_23_statement_None,184,8,1.0,1.0
answer,1,speaker,actor_24_statement_None,184,8,0.875,1.0
answer,1,statement,actor_None_statement_01,96,96,0.71875,0.8797743055555556
answer,1,statement,actor_None_statement_02,96,96,0.6875,0.90234375
answer,1,joint,actor_01_statement_01,92,4,0.5,1.0
answer,1,joint,actor_01_statement_02,92,4,0.5,0.5
answer,1,joint,actor_02_statement_01,92,4,1.0,1.0
answer,1,joint,actor_02_statement_02,92,4,0.5,1.0
answer,1,joint,actor_03_statement_01,92,4,0.75,1.0
answer,1,joint,actor_03_statement_02,92,4,0.75,1.0
answer,1,joint,actor_04_statement_01,92,4,1.0,1.0
answer,1,joint,actor_04_statement_02,92,4,0.75,1.0
answer,1,joint,actor_05_statement_01,92,4,0.75,0.75
answer,1,joint,actor_05_statement_02,92,4,0.75,0.75
answer,1,joint,actor_06_statement_01,92,4,0.75,1.0
answer,1,joint,actor_06_statement_02,92,4,1.0,1.0
answer,1,joint,actor_07_statement_01,92,4,0.5,1.0
answer,1,joint,actor_07_statement_02,92,4,1.0,1.0
answer,1,joint,actor_08_statement_01,92,4,0.75,0.5
answer,1,joint,actor_08_statement_02,92,4,0.5,1.0
answer,1,joint,actor_09_statement_01,92,4,0.5,0.5
answer,1,joint,actor_09_statement_02,92,4,0.5,0.75
answer,1,joint,actor_10_statement_01,92,4,0.75,1.0
answer,1,joint,actor_10_statement_02,92,4,0.5,0.75
answer,1,joint,actor_11_statement_01,92,4,0.75,1.0
answer,1,joint,actor_11_statement_02,92,4,0.5,1.0
answer,1,joint,actor_12_statement_01,92,4,0.5,1.0
answer,1,joint,actor_12_statement_02,92,4,0.5,0.5
answer,1,joint,actor_13_statement_01,92,4,0.5,0.75
answer,1,joint,actor_13_statement_02,92,4,0.75,1.0
answer,1,joint,actor_14_statement_01,92,4,0.75,1.0
answer,1,joint,actor_14_statement_02,92,4,1.0,1.0
answer,1,joint,actor_15_statement_01,92,4,0.75,0.75
answer,1,joint,actor_15_statement_02,92,4,0.5,0.5
answer,1,joint,actor_16_statement_01,92,4,0.5,1.0
answer,1,joint,actor_16_statement_02,92,4,0.5,1.0
answer,1,joint,actor_17_statement_01,92,4,0.5,1.0
answer,1,joint,actor_17_statement_02,92,4,0.75,0.75
answer,1,joint,actor_18_statement_01,92,4,1.0,1.0
answer,1,joint,actor_18_statement_02,92,4,0.5,1.0
answer,1,joint,actor_19_statement_01,92,4,0.5,0.5
answer,1,joint,actor_19_statement_02,92,4,0.75,1.0
answer,1,joint,actor_20_statement_01,92,4,1.0,1.0
answer,1,joint,actor_20_statement_02,92,4,0.75,0.75
answer,1,joint,actor_21_statement_01,92,4,0.75,0.75
answer,1,joint,actor_21_statement_02,92,4,0.75,1.0
answer,1,joint,actor_22_statement_01,92,4,1.0,1.0
answer,1,joint,actor_22_statement_02,92,4,0.5,1.0
answer,1,joint,actor_23_statement_01,92,4,0.75,1.0
answer,1,joint,actor_23_statement_02,92,4,0.75,1.0
answer,1,joint,actor_24_statement_01,92,4,1.0,1.0
answer,1,joint,actor_24_statement_02,92,4,0.75,1.0
answer,2,speaker,actor_01_statement_None,184,8,1.0,1.0
answer,2,speaker,actor_02_statement_None,184,8,1.0,1.0
answer,2,speaker,actor_03_statement_None,184,8,0.75,0.9375
answer,2,speaker,actor_04_statement_None,184,8,0.625,0.5625
answer,2,speaker,actor_05_statement_None,184,8,0.625,0.5625
answer,2,speaker,actor_06_statement_None,184,8,0.875,1.0
answer,2,speaker,actor_07_statement_None,184,8,1.0,1.0
answer,2,speaker,actor_08_statement_None,184,8,0.5,0.5
answer,2,speaker,actor_09_statement_None,184,8,0.625,0.625
answer,2,speaker,actor_10_statement_None,184,8,0.75,0.625
answer,2,speaker,actor_11_statement_None,184,8,0.875,0.9375
answer,2,speaker,actor_12_statement_None,184,8,0.5,1.0
answer,2,speaker,actor_13_statement_None,184,8,0.625,1.0
answer,2,speaker,actor_14_statement_None,184,8,1.0,1.0
answer,2,speaker,actor_15_statement_None,184,8,0.875,1.0
answer,2,speaker,actor_16_statement_None,184,8,0.375,0.5625
answer,2,speaker,actor_17_statement_None,184,8,0.875,1.0
answer,2,speaker,actor_18_statement_None,184,8,0.875,0.875
answer,2,speaker,actor_19_statement_None,184,8,0.5,0.6875
answer,2,speaker,actor_20_statement_None,184,8,0.5,0.625
answer,2,speaker,actor_21_statement_None,184,8,0.875,0.8125
answer,2,speaker,actor_22_statement_None,184,8,0.875,1.0
answer,2,speaker,actor_23_statement_None,184,8,1.0,1.0
answer,2,speaker,actor_24_statement_None,184,8,0.5,0.6875
answer,2,statement,actor_None_statement_01,96,96,0.5104166666666666,0.8658854166666666
answer,2,statement,actor_None_statement_02,96,96,0.65625,0.8068576388888888
answer,2,joint,actor_01_statement_01,92,4,0.5,0.75
answer,2,joint,actor_01_statement_02,92,4,0.5,0.75
answer,2,joint,actor_02_statement_01,92,4,0.5,1.0
answer,2,joint,actor_02_statement_02,92,4,0.75,1.0
answer,2,joint,actor_03_statement_01,92,4,0.5,0.75
answer,2,joint,actor_03_statement_02,92,4,1.0,1.0
answer,2,joint,actor_04_statement_01,92,4,0.5,0.0
answer,2,joint,actor_04_statement_02,92,4,0.5,1.0
answer,2,joint,actor_05_statement_01,92,4,0.5,0.75
answer,2,joint,actor_05_statement_02,92,4,0.5,0.5
answer,2,joint,actor_06_statement_01,92,4,0.5,0.75
answer,2,joint,actor_06_statement_02,92,4,0.5,1.0
answer,2,joint,actor_07_statement_01,92,4,0.5,1.0
answer,2,joint,actor_07_statement_02,92,4,0.75,1.0
answer,2,joint,actor_08_statement_01,92,4,0.75,1.0
answer,2,joint,actor_08_statement_02,92,4,0.5,0.5
answer,2,joint,actor_09_statement_01,92,4,0.5,0.75
answer,2,joint,actor_09_statement_02,92,4,0.25,0.0
answer,2,joint,actor_10_statement_01,92,4,0.5,1.0
answer,2,joint,actor_10_statement_02,92,4,0.5,0.0
answer,2,joint,actor_11_statement_01,92,4,0.5,1.0
answer,2,joint,actor_11_statement_02,92,4,0.75,1.0
answer,2,joint,actor_12_statement_01,92,4,0.5,1.0
answer,2,joint,actor_12_statement_02,92,4,0.5,1.0
answer,2,joint,actor_13_statement_01,92,4,0.5,0.75
answer,2,joint,actor_13_statement_02,92,4,0.5,1.0
answer,2,joint,actor_14_statement_01,92,4,0.5,1.0
answer,2,joint,actor_14_statement_02,92,4,0.5,1.0
answer,2,joint,actor_15_statement_01,92,4,0.5,0.5
answer,2,joint,actor_15_statement_02,92,4,0.75,0.75
answer,2,joint,actor_16_statement_01,92,4,0.5,0.75
answer,2,joint,actor_16_statement_02,92,4,0.5,0.25
answer,2,joint,actor_17_statement_01,92,4,0.5,1.0
answer,2,joint,actor_17_statement_02,92,4,0.75,0.5
answer,2,joint,actor_18_statement_01,92,4,0.5,1.0
answer,2,joint,actor_18_statement_02,92,4,0.5,0.75
answer,2,joint,actor_19_statement_01,92,4,0.5,0.75
answer,2,joint,actor_19_statement_02,92,4,0.75,0.5
answer,2,joint,actor_20_statement_01,92,4,0.5,1.0
answer,2,joint,actor_20_statement_02,92,4,0.5,0.75
answer,2,joint,actor_21_statement_01,92,4,0.5,1.0
answer,2,joint,actor_21_statement_02,92,4,0.75,1.0
answer,2,joint,actor_22_statement_01,92,4,0.5,1.0
answer,2,joint,actor_22_statement_02,92,4,1.0,1.0
answer,2,joint,actor_23_statement_01,92,4,0.5,1.0
answer,2,joint,actor_23_statement_02,92,4,0.75,1.0
answer,2,joint,actor_24_statement_01,92,4,0.5,1.0
answer,2,joint,actor_24_statement_02,92,4,0.5,0.5
answer,3,speaker,actor_01_statement_None,184,8,0.875,1.0
answer,3,speaker,actor_02_statement_None,184,8,1.0,1.0
answer,3,speaker,actor_03_statement_None,184,8,0.75,0.875
answer,3,speaker,actor_04_statement_None,184,8,0.625,0.5625
answer,3,speaker,actor_05_statement_None,184,8,0.625,0.5625
answer,3,speaker,actor_06_statement_None,184,8,0.875,1.0
answer,3,speaker,actor_07_statement_None,184,8,1.0,1.0
answer,3,speaker,actor_08_statement_None,184,8,0.5,0.5
answer,3,speaker,actor_09_statement_None,184,8,0.5,0.625
answer,3,speaker,actor_10_statement_None,184,8,0.75,0.6875
answer,3,speaker,actor_11_statement_None,184,8,1.0,1.0
answer,3,speaker,actor_12_statement_None,184,8,0.5,1.0
answer,3,speaker,actor_13_statement_None,184,8,0.625,1.0
answer,3,speaker,actor_14_statement_None,184,8,1.0,1.0
answer,3,speaker,actor_15_statement_None,184,8,0.875,0.9375
answer,3,speaker,actor_16_statement_None,184,8,0.5,0.5
answer,3,speaker,actor_17_statement_None,184,8,0.875,1.0
answer,3,speaker,actor_18_statement_None,184,8,0.875,0.875
answer,3,speaker,actor_19_statement_None,184,8,0.5,0.6875
answer,3,speaker,actor_20_statement_None,184,8,0.5,0.625
answer,3,speaker,actor_21_statement_None,184,8,0.875,0.75
answer,3,speaker,actor_22_statement_None,184,8,0.875,1.0
answer,3,speaker,actor_23_statement_None,184,8,1.0,1.0
answer,3,speaker,actor_24_statement_None,184,8,0.625,0.6875
answer,3,statement,actor_None_statement_01,96,96,0.5104166666666666,0.83984375
answer,3,statement,actor_None_statement_02,96,96,0.65625,0.7990451388888888
answer,3,joint,actor_01_statement_01,92,4,0.5,0.75
answer,3,joint,actor_01_statement_02,92,4,0.75,0.75
answer,3,joint,actor_02_statement_01,92,4,0.5,1.0
answer,3,joint,actor_02_statement_02,92,4,0.75,1.0
answer,3,joint,actor_03_statement_01,92,4,0.5,1.0
answer,3,joint,actor_03_statement_02,92,4,1.0,1.0
answer,3,joint,actor_04_statement_01,92,4,0.5,0.0
answer,3,joint,actor_04_statement_02,92,4,0.5,1.0
answer,3,joint,actor_05_statement_01,92,4,0.5,0.5
answer,3,joint,actor_05_statement_02,92,4,0.5,0.25
answer,3,joint,actor_06_statement_01,92,4,0.5,0.75
answer,3,joint,actor_06_statement_02,92,4,0.5,1.0
answer,3,joint,actor_07_statement_01,92,4,0.5,0.75
answer,3,joint,actor_07_statement_02,92,4,0.75,1.0
answer,3,joint,actor_08_statement_01,92,4,0.5,1.0
answer,3,joint,actor_08_statement_02,92,4,0.5,0.5
answer,3,joint,actor_09_statement_01,92,4,0.5,0.5
answer,3,joint,actor_09_statement_02,92,4,0.25,0.0
answer,3,joint,actor_10_statement_01,92,4,0.5,0.5
answer,3,joint,actor_10_statement_02,92,4,0.5,0.25
answer,3,joint,actor_11_statement_01,92,4,0.5,1.0
answer,3,joint,actor_11_statement_02,92,4,0.75,1.0
answer,3,joint,actor_12_statement_01,92,4,0.5,1.0
answer,3,joint,actor_12_statement_02,92,4,0.5,1.0
answer,3,joint,actor_13_statement_01,92,4,0.5,0.5
answer,3,joint,actor_13_statement_02,92,4,0.5,1.0
answer,3,joint,actor_14_statement_01,92,4,0.5,1.0
answer,3,joint,actor_14_statement_02,92,4,0.75,1.0
answer,3,joint,actor_15_statement_01,92,4,0.5,0.5
answer,3,joint,actor_15_statement_02,92,4,0.5,0.75
answer,3,joint,actor_16_statement_01,92,4,0.5,0.75
answer,3,joint,actor_16_statement_02,92,4,0.5,0.0
answer,3,joint,actor_17_statement_01,92,4,0.5,1.0
answer,3,joint,actor_17_statement_02,92,4,0.75,0.5
answer,3,joint,actor_18_statement_01,92,4,0.5,0.75
answer,3,joint,actor_18_statement_02,92,4,0.5,0.75
answer,3,joint,actor_19_statement_01,92,4,0.5,0.75
answer,3,joint,actor_19_statement_02,92,4,0.75,0.5
answer,3,joint,actor_20_statement_01,92,4,0.5,0.75
answer,3,joint,actor_20_statement_02,92,4,0.5,0.75
answer,3,joint,actor_21_statement_01,92,4,0.5,1.0
answer,3,joint,actor_21_statement_02,92,4,0.75,1.0
answer,3,joint,actor_22_statement_01,92,4,0.5,1.0
answer,3,joint,actor_22_statement_02,92,4,1.0,1.0
answer,3,joint,actor_23_statement_01,92,4,0.5,1.0
answer,3,joint,actor_23_statement_02,92,4,0.75,0.75
answer,3,joint,actor_24_statement_01,92,4,0.5,1.0
answer,3,joint,actor_24_statement_02,92,4,0.5,0.5
answer,4,speaker,actor_01_statement_None,184,8,1.0,1.0
answer,4,speaker,actor_02_statement_None,184,8,1.0,1.0
answer,4,speaker,actor_03_statement_None,184,8,0.75,0.9375
answer,4,speaker,actor_04_statement_None,184,8,0.625,0.6875
answer,4,speaker,actor_05_statement_None,184,8,0.75,0.625
answer,4,speaker,actor_06_statement_None,184,8,0.875,1.0
answer,4,speaker,actor_07_statement_None,184,8,1.0,1.0
answer,4,speaker,actor_08_statement_None,184,8,0.5,0.5
answer,4,speaker,actor_09_statement_None,184,8,0.625,0.6875
answer,4,speaker,actor_10_statement_None,184,8,0.75,0.6875
answer,4,speaker,actor_11_statement_None,184,8,0.875,1.0
answer,4,speaker,actor_12_statement_None,184,8,0.5,0.9375
answer,4,speaker,actor_13_statement_None,184,8,0.625,1.0
answer,4,speaker,actor_14_statement_None,184,8,1.0,1.0
answer,4,speaker,actor_15_statement_None,184,8,0.875,0.9375
answer,4,speaker,actor_16_statement_None,184,8,0.5,0.5
answer,4,speaker,actor_17_statement_None,184,8,0.875,1.0
answer,4,speaker,actor_18_statement_None,184,8,0.875,0.8125
answer,4,speaker,actor_19_statement_None,184,8,0.5,0.75
answer,4,speaker,actor_20_statement_None,184,8,0.625,0.6875
answer,4,speaker,actor_21_statement_None,184,8,0.875,0.75
answer,4,speaker,actor_22_statement_None,184,8,0.875,1.0
answer,4,speaker,actor_23_statement_None,184,8,1.0,1.0
answer,4,speaker,actor_24_statement_None,184,8,0.625,0.875
answer,4,statement,actor_None_statement_01,96,96,0.5208333333333334,0.8541666666666666
answer,4,statement,actor_None_statement_02,96,96,0.59375,0.8185763888888888
answer,4,joint,actor_01_statement_01,92,4,0.5,0.5
answer,4,joint,actor_01_statement_02,92,4,0.5,0.5
answer,4,joint,actor_02_statement_01,92,4,0.5,1.0
answer,4,joint,actor_02_statement_02,92,4,0.75,1.0
answer,4,joint,actor_03_statement_01,92,4,0.5,1.0
answer,4,joint,actor_03_statement_02,92,4,1.0,1.0
answer,4,joint,actor_04_statement_01,92,4,0.5,0.0
answer,4,joint,actor_04_statement_02,92,4,0.5,1.0
answer,4,joint,actor_05_statement_01,92,4,0.5,0.5
answer,4,joint,actor_05_statement_02,92,4,0.5,0.25
answer,4,joint,actor_06_statement_01,92,4,0.5,0.75
answer,4,joint,actor_06_statement_02,92,4,0.5,1.0
answer,4,joint,actor_07_statement_01,92,4,0.5,1.0
answer,4,joint,actor_07_statement_02,92,4,0.75,1.0
answer,4,joint,actor_08_statement_01,92,4,0.75,1.0
answer,4,joint,actor_08_statement_02,92,4,0.5,0.5
answer,4,joint,actor_09_statement_01,92,4,0.75,0.75
answer,4,joint,actor_09_statement_02,92,4,0.5,0.0
answer,4,joint,actor_10_statement_01,92,4,0.5,0.75
answer,4,joint,actor_10_statement_02,92,4,0.5,0.25
answer,4,joint,actor_11_statement_01,92,4,0.5,1.0
answer,4,joint,actor_11_statement_02,92,4,0.75,1.0
answer,4,joint,actor_12_statement_01,92,4,0.5,1.0
answer,4,joint,actor_12_statement_02,92,4,0.5,1.0
answer,4,joint,actor_13_statement_01,92,4,0.5,0.75
answer,4,joint,actor_13_statement_02,92,4,0.5,1.0
answer,4,joint,actor_14_statement_01,92,4,0.5,1.0
answer,4,joint,actor_14_statement_02,92,4,0.5,1.0
answer,4,joint,actor_15_statement_01,92,4,0.5,0.5
answer,4,joint,actor_15_statement_02,92,4,0.5,0.5
answer,4,joint,actor_16_statement_01,92,4,0.5,0.75
answer,4,joint,actor_16_statement_02,92,4,0.5,0.0
answer,4,joint,actor_17_statement_01,92,4,0.5,1.0
answer,4,joint,actor_17_statement_02,92,4,0.75,0.5
answer,4,joint,actor_18_statement_01,92,4,0.5,1.0
answer,4,joint,actor_18_statement_02,92,4,0.5,0.75
answer,4,joint,actor_19_statement_01,92,4,0.5,0.5
answer,4,joint,actor_19_statement_02,92,4,0.75,0.75
answer,4,joint,actor_20_statement_01,92,4,0.5,1.0
answer,4,joint,actor_20_statement_02,92,4,0.5,0.75
answer,4,joint,actor_21_statement_01,92,4,0.5,1.0
answer,4,joint,actor_21_statement_02,92,4,0.75,1.0
answer,4,joint,actor_22_statement_01,92,4,0.5,1.0
answer,4,joint,actor_22_statement_02,92,4,0.75,1.0
answer,4,joint,actor_23_statement_01,92,4,0.5,1.0
answer,4,joint,actor_23_statement_02,92,4,0.75,1.0
answer,4,joint,actor_24_statement_01,92,4,0.5,1.0
answer,4,joint,actor_24_statement_02,92,4,0.5,0.5
answer,5,speaker,actor_01_statement_None,184,8,1.0,1.0
answer,5,speaker,actor_02_statement_None,184,8,1.0,1.0
answer,5,speaker,actor_03_statement_None,184,8,0.75,0.9375
answer,5,speaker,actor_04_statement_None,184,8,0.625,0.6875
answer,5,speaker,actor_05_statement_None,184,8,0.75,0.75
answer,5,speaker,actor_06_statement_None,184,8,0.875,1.0
answer,5,speaker,actor_07_statement_None,184,8,1.0,1.0
answer,5,speaker,actor_08_statement_None,184,8,0.5,0.5
answer,5,speaker,actor_09_statement_None,184,8,0.625,0.75
answer,5,speaker,actor_10_statement_None,184,8,0.75,0.6875
answer,5,speaker,actor_11_statement_None,184,8,0.875,1.0
answer,5,speaker,actor_12_statement_None,184,8,0.5,0.9375
answer,5,speaker,actor_13_statement_None,184,8,0.625,1.0
answer,5,speaker,actor_14_statement_None,184,8,1.0,1.0
answer,5,speaker,actor_15_statement_None,184,8,0.875,0.875
answer,5,speaker,actor_16_statement_None,184,8,0.5,0.5625
answer,5,speaker,actor_17_statement_None,184,8,0.875,0.9375
answer,5,speaker,actor_18_statement_None,184,8,0.875,0.8125
answer,5,speaker,actor_19_statement_None,184,8,0.625,0.8125
answer,5,speaker,actor_20_statement_None,184,8,0.75,0.75
answer,5,speaker,actor_21_statement_None,184,8,0.875,0.75
answer,5,speaker,actor_22_statement_None,184,8,0.875,1.0
answer,5,speaker,actor_23_statement_None,184,8,1.0,1.0
answer,5,speaker,actor_24_statement_None,184,8,0.625,0.875
answer,5,statement,actor_None_statement_01,96,96,0.5208333333333334,0.8637152777777778
answer,5,statement,actor_None_statement_02,96,96,0.625,0.8359375
answer,5,joint,actor_01_statement_01,92,4,0.5,0.5
answer,5,joint,actor_01_statement_02,92,4,0.5,0.75
answer,5,joint,actor_02_statement_01,92,4,0.5,1.0
answer,5,joint,actor_02_statement_02,92,4,0.75,1.0
answer,5,joint,actor_03_statement_01,92,4,0.5,1.0
answer,5,joint,actor_03_statement_02,92,4,1.0,1.0
answer,5,joint,actor_04_statement_01,92,4,0.5,0.0
answer,5,joint,actor_04_statement_02,92,4,0.5,1.0
answer,5,joint,actor_05_statement_01,92,4,0.5,0.75
answer,5,joint,actor_05_statement_02,92,4,0.5,0.5
answer,5,joint,actor_06_statement_01,92,4,0.5,1.0
answer,5,joint,actor_06_statement_02,92,4,0.5,1.0
answer,5,joint,actor_07_statement_01,92,4,0.5,1.0
answer,5,joint,actor_07_statement_02,92,4,0.75,1.0
answer,5,joint,actor_08_statement_01,92,4,0.75,1.0
answer,5,joint,actor_08_statement_02,92,4,0.5,0.5
answer,5,joint,actor_09_statement_01,92,4,0.75,0.5
answer,5,joint,actor_09_statement_02,92,4,0.0,0.0
answer,5,joint,actor_10_statement_01,92,4,0.5,1.0
answer,5,joint,actor_10_statement_02,92,4,0.5,0.0
answer,5,joint,actor_11_statement_01,92,4,0.5,1.0
answer,5,joint,actor_11_statement_02,92,4,0.5,1.0
answer,5,joint,actor_12_statement_01,92,4,0.5,1.0
answer,5,joint,actor_12_statement_02,92,4,0.5,1.0
answer,5,joint,actor_13_statement_01,92,4,0.5,0.75
answer,5,joint,actor_13_statement_02,92,4,0.5,1.0
answer,5,joint,actor_14_statement_01,92,4,0.5,1.0
answer,5,joint,actor_14_statement_02,92,4,0.5,1.0
answer,5,joint,actor_15_statement_01,92,4,0.5,0.5
answer,5,joint,actor_15_statement_02,92,4,0.5,0.75
answer,5,joint,actor_16_statement_01,92,4,0.5,0.75
answer,5,joint,actor_16_statement_02,92,4,0.5,0.0
answer,5,joint,actor_17_statement_01,92,4,0.5,1.0
answer,5,joint,actor_17_statement_02,92,4,0.75,0.5
answer,5,joint,actor_18_statement_01,92,4,0.5,0.75
answer,5,joint,actor_18_statement_02,92,4,0.5,0.75
answer,5,joint,actor_19_statement_01,92,4,0.5,0.5
answer,5,joint,actor_19_statement_02,92,4,0.75,0.75
answer,5,joint,actor_20_statement_01,92,4,0.5,1.0
answer,5,joint,actor_20_statement_02,92,4,0.5,0.75
answer,5,joint,actor_21_statement_01,92,4,0.5,1.0
answer,5,joint,actor_21_statement_02,92,4,1.0,1.0
answer,5,joint,actor_22_statement_01,92,4,0.5,1.0
answer,5,joint,actor_22_statement_02,92,4,0.75,1.0
answer,5,joint,actor_23_statement_01,92,4,0.5,1.0
answer,5,joint,actor_23_statement_02,92,4,0.75,1.0
answer,5,joint,actor_24_statement_01,92,4,0.5,1.0
answer,5,joint,actor_24_statement_02,92,4,0.5,0.5
answer,6,speaker,actor_01_statement_None,184,8,0.75,0.6875
answer,6,speaker,actor_02_statement_None,184,8,0.875,1.0
answer,6,speaker,actor_03_statement_None,184,8,0.875,0.9375
answer,6,speaker,actor_04_statement_None,184,8,0.625,0.8125
answer,6,speaker,actor_05_statement_None,184,8,0.5,0.625
answer,6,speaker,actor_06_statement_None,184,8,0.875,1.0
answer,6,speaker,actor_07_statement_None,184,8,1.0,1.0
answer,6,speaker,actor_08_statement_None,184,8,0.625,0.6875
answer,6,speaker,actor_09_statement_None,184,8,0.625,0.75
answer,6,speaker,actor_10_statement_None,184,8,0.625,0.625
answer,6,speaker,actor_11_statement_None,184,8,0.875,1.0
answer,6,speaker,actor_12_statement_None,184,8,0.875,0.875
answer,6,speaker,actor_13_statement_None,184,8,0.875,1.0
answer,6,speaker,actor_14_statement_None,184,8,0.875,0.9375
answer,6,speaker,actor_15_statement_None,184,8,0.625,0.8125
answer,6,speaker,actor_16_statement_None,184,8,0.25,0.375
answer,6,speaker,actor_17_statement_None,184,8,0.625,0.9375
answer,6,speaker,actor_18_statement_None,184,8,0.5,0.5
answer,6,speaker,actor_19_statement_None,184,8,0.625,0.75
answer,6,speaker,actor_20_statement_None,184,8,0.625,0.625
answer,6,speaker,actor_21_statement_None,184,8,0.875,0.8125
answer,6,speaker,actor_22_statement_None,184,8,0.875,1.0
answer,6,speaker,actor_23_statement_None,184,8,1.0,1.0
answer,6,speaker,actor_24_statement_None,184,8,0.75,1.0
answer,6,statement,actor_None_statement_01,96,96,0.5,0.7999131944444444
answer,6,statement,actor_None_statement_02,96,96,0.5520833333333334,0.7690972222222222
answer,6,joint,actor_01_statement_01,92,4,0.25,0.5
answer,6,joint,actor_01_statement_02,92,4,0.5,0.5
answer,6,joint,actor_02_statement_01,92,4,0.5,1.0
answer,6,joint,actor_02_statement_02,92,4,0.5,0.5
answer,6,joint,actor_03_statement_01,92,4,0.5,1.0
answer,6,joint,actor_03_statement_02,92,4,0.75,1.0
answer,6,joint,actor_04_statement_01,92,4,0.5,0.25
answer,6,joint,actor_04_statement_02,92,4,0.5,1.0
answer,6,joint,actor_05_statement_01,92,4,0.5,0.25
answer,6,joint,actor_05_statement_02,92,4,0.5,0.25
answer,6,joint,actor_06_statement_01,92,4,0.5,0.5
answer,6,joint,actor_06_statement_02,92,4,0.5,1.0
answer,6,joint,actor_07_statement_01,92,4,0.5,0.75
answer,6,joint,actor_07_statement_02,92,4,0.5,1.0
answer,6,joint,actor_08_statement_01,92,4,0.25,0.5
answer,6,joint,actor_08_statement_02,92,4,0.5,0.5
answer,6,joint,actor_09_statement_01,92,4,0.5,0.75
answer,6,joint,actor_09_statement_02,92,4,0.5,0.25
answer,6,joint,actor_10_statement_01,92,4,0.5,0.75
answer,6,joint,actor_10_statement_02,92,4,0.5,0.25
answer,6,joint,actor_11_statement_01,92,4,0.5,1.0
answer,6,joint,actor_11_statement_02,92,4,0.75,0.75
answer,6,joint,actor_12_statement_01,92,4,0.5,1.0
