condition,fold,subset,sample_id
within,actor_12_statement_02,train,pair_0087_happy
within,actor_12_statement_02,train,pair_0087_sad
within,actor_12_statement_02,train,pair_0090_happy
within,actor_12_statement_02,train,pair_0090_sad
within,actor_12_statement_02,train,pair_0091_happy
within,actor_12_statement_02,train,pair_0091_sad
within,actor_12_statement_02,train,pair_0094_happy
within,actor_12_statement_02,train,pair_0094_sad
within,actor_12_statement_02,train,pair_0095_happy
within,actor_12_statement_02,train,pair_0095_sad
within,actor_12_statement_02,test,pair_0046_happy
within,actor_12_statement_02,test,pair_0046_sad
within,actor_12_statement_02,test,pair_0047_happy
within,actor_12_statement_02,test,pair_0047_sad
cross,actor_12_statement_02,train,pair_0000_happy
cross,actor_12_statement_02,train,pair_0000_sad
cross,actor_12_statement_02,train,pair_0001_happy
cross,actor_12_statement_02,train,pair_0001_sad
cross,actor_12_statement_02,train,pair_0004_happy
cross,actor_12_statement_02,train,pair_0004_sad
cross,actor_12_statement_02,train,pair_0005_happy
cross,actor_12_statement_02,train,pair_0005_sad
cross,actor_12_statement_02,train,pair_0008_happy
cross,actor_12_statement_02,train,pair_0008_sad
cross,actor_12_statement_02,train,pair_0009_happy
cross,actor_12_statement_02,train,pair_0009_sad
cross,actor_12_statement_02,train,pair_0012_happy
cross,actor_12_statement_02,train,pair_0012_sad
cross,actor_12_statement_02,train,pair_0013_happy
cross,actor_12_statement_02,train,pair_0013_sad
cross,actor_12_statement_02,train,pair_0016_happy
cross,actor_12_statement_02,train,pair_0016_sad
cross,actor_12_statement_02,train,pair_0017_happy
cross,actor_12_statement_02,train,pair_0017_sad
cross,actor_12_statement_02,train,pair_0020_happy
cross,actor_12_statement_02,train,pair_0020_sad
cross,actor_12_statement_02,train,pair_0021_happy
cross,actor_12_statement_02,train,pair_0021_sad
cross,actor_12_statement_02,train,pair_0024_happy
cross,actor_12_statement_02,train,pair_0024_sad
cross,actor_12_statement_02,train,pair_0025_happy
cross,actor_12_statement_02,train,pair_0025_sad
cross,actor_12_statement_02,train,pair_0028_happy
cross,actor_12_statement_02,train,pair_0028_sad
cross,actor_12_statement_02,train,pair_0029_happy
cross,actor_12_statement_02,train,pair_0029_sad
cross,actor_12_statement_02,train,pair_0032_happy
cross,actor_12_statement_02,train,pair_0032_sad
cross,actor_12_statement_02,train,pair_0033_happy
cross,actor_12_statement_02,train,pair_0033_sad
cross,actor_12_statement_02,train,pair_0036_happy
cross,actor_12_statement_02,train,pair_0036_sad
cross,actor_12_statement_02,train,pair_0037_happy
cross,actor_12_statement_02,train,pair_0037_sad
cross,actor_12_statement_02,train,pair_0040_happy
cross,actor_12_statement_02,train,pair_0040_sad
cross,actor_12_statement_02,train,pair_0041_happy
cross,actor_12_statement_02,train,pair_0041_sad
cross,actor_12_statement_02,train,pair_0048_happy
cross,actor_12_statement_02,train,pair_0048_sad
cross,actor_12_statement_02,train,pair_0049_happy
cross,actor_12_statement_02,train,pair_0049_sad
cross,actor_12_statement_02,train,pair_0052_happy
cross,actor_12_statement_02,train,pair_0052_sad
cross,actor_12_statement_02,train,pair_0053_happy
cross,actor_12_statement_02,train,pair_0053_sad
cross,actor_12_statement_02,train,pair_0056_happy
cross,actor_12_statement_02,train,pair_0056_sad
cross,actor_12_statement_02,train,pair_0057_happy
cross,actor_12_statement_02,train,pair_0057_sad
cross,actor_12_statement_02,train,pair_0060_happy
cross,actor_12_statement_02,train,pair_0060_sad
cross,actor_12_statement_02,train,pair_0061_happy
cross,actor_12_statement_02,train,pair_0061_sad
cross,actor_12_statement_02,train,pair_0064_happy
cross,actor_12_statement_02,train,pair_0064_sad
cross,actor_12_statement_02,train,pair_0065_happy
cross,actor_12_statement_02,train,pair_0065_sad
cross,actor_12_statement_02,train,pair_0068_happy
cross,actor_12_statement_02,train,pair_0068_sad
cross,actor_12_statement_02,train,pair_0069_happy
cross,actor_12_statement_02,train,pair_0069_sad
cross,actor_12_statement_02,train,pair_0072_happy
cross,actor_12_statement_02,train,pair_0072_sad
cross,actor_12_statement_02,train,pair_0073_happy
cross,actor_12_statement_02,train,pair_0073_sad
cross,actor_12_statement_02,train,pair_0076_happy
cross,actor_12_statement_02,train,pair_0076_sad
cross,actor_12_statement_02,train,pair_0077_happy
cross,actor_12_statement_02,train,pair_0077_sad
cross,actor_12_statement_02,train,pair_0080_happy
cross,actor_12_statement_02,train,pair_0080_sad
cross,actor_12_statement_02,train,pair_0081_happy
cross,actor_12_statement_02,train,pair_0081_sad
cross,actor_12_statement_02,train,pair_0084_happy
cross,actor_12_statement_02,train,pair_0084_sad
cross,actor_12_statement_02,train,pair_0085_happy
cross,actor_12_statement_02,train,pair_0085_sad
cross,actor_12_statement_02,train,pair_0088_happy
cross,actor_12_statement_02,train,pair_0088_sad
cross,actor_12_statement_02,train,pair_0089_happy
cross,actor_12_statement_02,train,pair_0089_sad
cross,actor_12_statement_02,train,pair_0092_happy
cross,actor_12_statement_02,train,pair_0092_sad
cross,actor_12_statement_02,train,pair_0093_happy
cross,actor_12_statement_02,train,pair_0093_sad
cross,actor_12_statement_02,test,pair_0046_happy
cross,actor_12_statement_02,test,pair_0046_sad
cross,actor_12_statement_02,test,pair_0047_happy
cross,actor_12_statement_02,test,pair_0047_sad
within,actor_13_statement_01,train,pair_0000_happy
within,actor_13_statement_01,train,pair_0000_sad
within,actor_13_statement_01,train,pair_0001_happy
within,actor_13_statement_01,train,pair_0001_sad
within,actor_13_statement_01,train,pair_0004_happy
within,actor_13_statement_01,train,pair_0004_sad
within,actor_13_statement_01,train,pair_0005_happy
within,actor_13_statement_01,train,pair_0005_sad
within,actor_13_statement_01,train,pair_0008_happy
within,actor_13_statement_01,train,pair_0008_sad
within,actor_13_statement_01,train,pair_0009_happy
within,actor_13_statement_01,train,pair_0009_sad
within,actor_13_statement_01,train,pair_0012_happy
within,actor_13_statement_01,train,pair_0012_sad
within,actor_13_statement_01,train,pair_0013_happy
within,actor_13_statement_01,train,pair_0013_sad
within,actor_13_statement_01,train,pair_0016_happy
within,actor_13_statement_01,train,pair_0016_sad
within,actor_13_statement_01,train,pair_0017_happy
within,actor_13_statement_01,train,pair_0017_sad
within,actor_13_statement_01,train,pair_0020_happy
within,actor_13_statement_01,train,pair_0020_sad
within,actor_13_statement_01,train,pair_0021_happy
within,actor_13_statement_01,train,pair_0021_sad
within,actor_13_statement_01,train,pair_0024_happy
within,actor_13_statement_01,train,pair_0024_sad
within,actor_13_statement_01,train,pair_0025_happy
within,actor_13_statement_01,train,pair_0025_sad
within,actor_13_statement_01,train,pair_0028_happy
within,actor_13_statement_01,train,pair_0028_sad
within,actor_13_statement_01,train,pair_0029_happy
within,actor_13_statement_01,train,pair_0029_sad
within,actor_13_statement_01,train,pair_0032_happy
within,actor_13_statement_01,train,pair_0032_sad
within,actor_13_statement_01,train,pair_0033_happy
within,actor_13_statement_01,train,pair_0033_sad
within,actor_13_statement_01,train,pair_0036_happy
within,actor_13_statement_01,train,pair_0036_sad
within,actor_13_statement_01,train,pair_0037_happy
within,actor_13_statement_01,train,pair_0037_sad
within,actor_13_statement_01,train,pair_0040_happy
within,actor_13_statement_01,train,pair_0040_sad
within,actor_13_statement_01,train,pair_0041_happy
within,actor_13_statement_01,train,pair_0041_sad
within,actor_13_statement_01,train,pair_0044_happy
within,actor_13_statement_01,train,pair_0044_sad
within,actor_13_statement_01,train,pair_0045_happy
within,actor_13_statement_01,train,pair_0045_sad
within,actor_13_statement_01,train,pair_0052_happy
within,actor_13_statement_01,train,pair_0052_sad
within,actor_13_statement_01,train,pair_0053_happy
within,actor_13_statement_01,train,pair_0053_sad
within,actor_13_statement_01,train,pair_0056_happy
within,actor_13_statement_01,train,pair_0056_sad
within,actor_13_statement_01,train,pair_0057_happy
within,actor_13_statement_01,train,pair_0057_sad
within,actor_13_statement_01,train,pair_0060_happy
within,actor_13_statement_01,train,pair_0060_sad
within,actor_13_statement_01,train,pair_0061_happy
within,actor_13_statement_01,train,pair_0061_sad
within,actor_13_statement_01,train,pair_0064_happy
within,actor_13_statement_01,train,pair_0064_sad
within,actor_13_statement_01,train,pair_0065_happy
within,actor_13_statement_01,train,pair_0065_sad
within,actor_13_statement_01,train,pair_0068_happy
within,actor_13_statement_01,train,pair_0068_sad
within,actor_13_statement_01,train,pair_0069_happy
within,actor_13_statement_01,train,pair_0069_sad
within,actor_13_statement_01,train,pair_0072_happy
within,actor_13_statement_01,train,pair_0072_sad
within,actor_13_statement_01,train,pair_0073_happy
within,actor_13_statement_01,train,pair_0073_sad
within,actor_13_statement_01,train,pair_0076_happy
within,actor_13_statement_01,train,pair_0076_sad
within,actor_13_statement_01,train,pair_0077_happy
within,actor_13_statement_01,train,pair_0077_sad
within,actor_13_statement_01,train,pair_0080_happy
within,actor_13_statement_01,train,pair_0080_sad
within,actor_13_statement_01,train,pair_0081_happy
within,actor_13_statement_01,train,pair_0081_sad
within,actor_13_statement_01,train,pair_0084_happy
within,actor_13_statement_01,train,pair_0084_sad
within,actor_13_statement_01,train,pair_0085_happy
within,actor_13_statement_01,train,pair_0085_sad
within,actor_13_statement_01,train,pair_0088_happy
within,actor_13_statement_01,train,pair_0088_sad
within,actor_13_statement_01,train,pair_0089_happy
within,actor_13_statement_01,train,pair_0089_sad
within,actor_13_statement_01,train,pair_0092_happy
within,actor_13_statement_01,train,pair_0092_sad
within,actor_13_statement_01,train,pair_0093_happy
within,actor_13_statement_01,train,pair_0093_sad
within,actor_13_statement_01,test,pair_0048_happy
within,actor_13_statement_01,test,pair_0048_sad
within,actor_13_statement_01,test,pair_0049_happy
within,actor_13_statement_01,test,pair_0049_sad
cross,actor_13_statement_01,train,pair_0002_happy
cross,actor_13_statement_01,train,pair_0002_sad
cross,actor_13_statement_01,train,pair_0003_happy
cross,actor_13_statement_01,train,pair_0003_sad
cross,actor_13_statement_01,train,pair_0006_happy
cross,actor_13_statement_01,train,pair_0006_sad
cross,actor_13_statement_01,train,pair_0007_happy
cross,actor_13_statement_01,train,pair_0007_sad
cross,actor_13_statement_01,train,pair_0010_happy
cross,actor_13_statement_01,train,pair_0010_sad
cross,actor_13_statement_01,train,pair_0011_happy
cross,actor_13_statement_01,train,pair_0011_sad
cross,actor_13_statement_01,train,pair_0014_happy
cross,actor_13_statement_01,train,pair_0014_sad
cross,actor_13_statement_01,train,pair_0015_happy
cross,actor_13_statement_01,train,pair_0015_sad
cross,actor_13_statement_01,train,pair_0018_happy
cross,actor_13_statement_01,train,pair_0018_sad
cross,actor_13_statement_01,train,pair_0019_happy
cross,actor_13_statement_01,train,pair_0019_sad
cross,actor_13_statement_01,train,pair_0022_happy
cross,actor_13_statement_01,train,pair_0022_sad
cross,actor_13_statement_01,train,pair_0023_happy
cross,actor_13_statement_01,train,pair_0023_sad
cross,actor_13_statement_01,train,pair_0026_happy
cross,actor_13_statement_01,train,pair_0026_sad
cross,actor_13_statement_01,train,pair_0027_happy
cross,actor_13_statement_01,train,pair_0027_sad
cross,actor_13_statement_01,train,pair_0030_happy
cross,actor_13_statement_01,train,pair_0030_sad
cross,actor_13_statement_01,train,pair_0031_happy
cross,actor_13_statement_01,train,pair_0031_sad
cross,actor_13_statement_01,train,pair_0034_happy
cross,actor_13_statement_01,train,pair_0034_sad
cross,actor_13_statement_01,train,pair_0035_happy
cross,actor_13_statement_01,train,pair_0035_sad
cross,actor_13_statement_01,train,pair_0038_happy
cross,actor_13_statement_01,train,pair_0038_sad
cross,actor_13_statement_01,train,pair_0039_happy
cross,actor_13_statement_01,train,pair_0039_sad
cross,actor_13_statement_01,train,pair_0042_happy
cross,actor_13_statement_01,train,pair_0042_sad
cross,actor_13_statement_01,train,pair_0043_happy
cross,actor_13_statement_01,train,pair_0043_sad
cross,actor_13_statement_01,train,pair_0046_happy
cross,actor_13_statement_01,train,pair_0046_sad
cross,actor_13_statement_01,train,pair_0047_happy
cross,actor_13_statement_01,train,pair_0047_sad
cross,actor_13_statement_01,train,pair_0054_happy
cross,actor_13_statement_01,train,pair_0054_sad
cross,actor_13_statement_01,train,pair_0055_happy
cross,actor_13_statement_01,train,pair_0055_sad
cross,actor_13_statement_01,train,pair_0058_happy
cross,actor_13_statement_01,train,pair_0058_sad
cross,actor_13_statement_01,train,pair_0059_happy
cross,actor_13_statement_01,train,pair_0059_sad
cross,actor_13_statement_01,train,pair_0062_happy
cross,actor_13_statement_01,train,pair_0062_sad
cross,actor_13_statement_01,train,pair_0063_happy
cross,actor_13_statement_01,train,pair_0063_sad
cross,actor_13_statement_01,train,pair_0066_happy
cross,actor_13_statement_01,train,pair_0066_sad
cross,actor_13_statement_01,train,pair_0067_happy
cross,actor_13_statement_01,train,pair_0067_sad
cross,actor_13_statement_01,train,pair_0070_happy
cross,actor_13_statement_01,train,pair_0070_sad
cross,actor_13_statement_01,train,pair_0071_happy
cross,actor_13_statement_01,train,pair_0071_sad
cross,actor_13_statement_01,train,pair_0074_happy
cross,actor_13_statement_01,train,pair_0074_sad
cross,actor_13_statement_01,train,pair_0075_happy
cross,actor_13_statement_01,train,pair_0075_sad
cross,actor_13_statement_01,train,pair_0078_happy
cross,actor_13_statement_01,train,pair_0078_sad
cross,actor_13_statement_01,train,pair_0079_happy
cross,actor_13_statement_01,train,pair_0079_sad
cross,actor_13_statement_01,train,pair_0082_happy
cross,actor_13_statement_01,train,pair_0082_sad
cross,actor_13_statement_01,train,pair_0083_happy
cross,actor_13_statement_01,train,pair_0083_sad
cross,actor_13_statement_01,train,pair_0086_happy
cross,actor_13_statement_01,train,pair_0086_sad
cross,actor_13_statement_01,train,pair_0087_happy
cross,actor_13_statement_01,train,pair_0087_sad
cross,actor_13_statement_01,train,pair_0090_happy
cross,actor_13_statement_01,train,pair_0090_sad
cross,actor_13_statement_01,train,pair_0091_happy
cross,actor_13_statement_01,train,pair_0091_sad
cross,actor_13_statement_01,train,pair_0094_happy
cross,actor_13_statement_01,train,pair_0094_sad
cross,actor_13_statement_01,train,pair_0095_happy
cross,actor_13_statement_01,train,pair_0095_sad
cross,actor_13_statement_01,test,pair_0048_happy
cross,actor_13_statement_01,test,pair_0048_sad
cross,actor_13_statement_01,test,pair_0049_happy
cross,actor_13_statement_01,test,pair_0049_sad
within,actor_13_statement_02,train,pair_0002_happy
within,actor_13_statement_02,train,pair_0002_sad
within,actor_13_statement_02,train,pair_0003_happy
within,actor_13_statement_02,train,pair_0003_sad
within,actor_13_statement_02,train,pair_0006_happy
within,actor_13_statement_02,train,pair_0006_sad
within,actor_13_statement_02,train,pair_0007_happy
within,actor_13_statement_02,train,pair_0007_sad
within,actor_13_statement_02,train,pair_0010_happy
within,actor_13_statement_02,train,pair_0010_sad
within,actor_13_statement_02,train,pair_0011_happy
within,actor_13_statement_02,train,pair_0011_sad
within,actor_13_statement_02,train,pair_0014_happy
within,actor_13_statement_02,train,pair_0014_sad
within,actor_13_statement_02,train,pair_0015_happy
within,actor_13_statement_02,train,pair_0015_sad
within,actor_13_statement_02,train,pair_0018_happy
within,actor_13_statement_02,train,pair_0018_sad
within,actor_13_statement_02,train,pair_0019_happy
within,actor_13_statement_02,train,pair_0019_sad
within,actor_13_statement_02,train,pair_0022_happy
within,actor_13_statement_02,train,pair_0022_sad
within,actor_13_statement_02,train,pair_0023_happy
within,actor_13_statement_02,train,pair_0023_sad
within,actor_13_statement_02,train,pair_0026_happy
within,actor_13_statement_02,train,pair_0026_sad
within,actor_13_statement_02,train,pair_0027_happy
within,actor_13_statement_02,train,pair_0027_sad
within,actor_13_statement_02,train,pair_0030_happy
within,actor_13_statement_02,train,pair_0030_sad
within,actor_13_statement_02,train,pair_0031_happy
within,actor_13_statement_02,train,pair_0031_sad
within,actor_13_statement_02,train,pair_0034_happy
within,actor_13_statement_02,train,pair_0034_sad
within,actor_13_statement_02,train,pair_0035_happy
within,actor_13_statement_02,train,pair_0035_sad
within,actor_13_statement_02,train,pair_0038_happy
within,actor_13_statement_02,train,pair_0038_sad
within,actor_13_statement_02,train,pair_0039_happy
within,actor_13_statement_02,train,pair_0039_sad
within,actor_13_statement_02,train,pair_0042_happy
within,actor_13_statement_02,train,pair_0042_sad
within,actor_13_statement_02,train,pair_0043_happy
within,actor_13_statement_02,train,pair_0043_sad
within,actor_13_statement_02,train,pair_0046_happy
within,actor_13_statement_02,train,pair_0046_sad
within,actor_13_statement_02,train,pair_0047_happy
within,actor_13_statement_02,train,pair_0047_sad
within,actor_13_statement_02,train,pair_0054_happy
within,actor_13_statement_02,train,pair_0054_sad
within,actor_13_statement_02,train,pair_0055_happy
within,actor_13_statement_02,train,pair_0055_sad
within,actor_13_statement_02,train,pair_0058_happy
within,actor_13_statement_02,train,pair_0058_sad
within,actor_13_statement_02,train,pair_0059_happy
within,actor_13_statement_02,train,pair_0059_sad
within,actor_13_statement_02,train,pair_0062_happy
within,actor_13_statement_02,train,pair_0062_sad
within,actor_13_statement_02,train,pair_0063_happy
within,actor_13_statement_02,train,pair_0063_sad
within,actor_13_statement_02,train,pair_0066_happy
within,actor_13_statement_02,train,pair_0066_sad
within,actor_13_statement_02,train,pair_0067_happy
within,actor_13_statement_02,train,pair_0067_sad
within,actor_13_statement_02,train,pair_0070_happy
within,actor_13_statement_02,train,pair_0070_sad
within,actor_13_statement_02,train,pair_0071_happy
within,actor_13_statement_02,train,pair_0071_sad
within,actor_13_statement_02,train,pair_0074_happy
within,actor_13_statement_02,train,pair_0074_sad
within,actor_13_statement_02,train,pair_0075_happy
within,actor_13_statement_02,train,pair_0075_sad
within,actor_13_statement_02,train,pair_0078_happy
within,actor_13_statement_02,train,pair_0078_sad
within,actor_13_statement_02,train,pair_0079_happy
within,actor_13_statement_02,train,pair_0079_sad
within,actor_13_statement_02,train,pair_0082_happy
within,actor_13_statement_02,train,pair_0082_sad
within,actor_13_statement_02,train,pair_0083_happy
within,actor_13_statement_02,train,pair_0083_sad
within,actor_13_statement_02,train,pair_0086_happy
within,actor_13_statement_02,train,pair_0086_sad
within,actor_13_statement_02,train,pair_0087_happy
within,actor_13_statement_02,train,pair_0087_sad
within,actor_13_statement_02,train,pair_0090_happy
within,actor_13_statement_02,train,pair_0090_sad
within,actor_13_statement_02,train,pair_0091_happy
within,actor_13_statement_02,train,pair_0091_sad
within,actor_13_statement_02,train,pair_0094_happy
within,actor_13_statement_02,train,pair_0094_sad
within,actor_13_statement_02,train,pair_0095_happy
within,actor_13_statement_02,train,pair_0095_sad
within,actor_13_statement_02,test,pair_0050_happy
within,actor_13_statement_02,test,pair_0050_sad
within,actor_13_statement_02,test,pair_0051_happy
within,actor_13_statement_02,test,pair_0051_sad
cross,actor_13_statement_02,train,pair_0000_happy
cross,actor_13_statement_02,train,pair_0000_sad
cross,actor_13_statement_02,train,pair_0001_happy
cross,actor_13_statement_02,train,pair_0001_sad
cross,actor_13_statement_02,train,pair_0004_happy
cross,actor_13_statement_02,train,pair_0004_sad
cross,actor_13_statement_02,train,pair_0005_happy
cross,actor_13_statement_02,train,pair_0005_sad
cross,actor_13_statement_02,train,pair_0008_happy
cross,actor_13_statement_02,train,pair_0008_sad
cross,actor_13_statement_02,train,pair_0009_happy
cross,actor_13_statement_02,train,pair_0009_sad
cross,actor_13_statement_02,train,pair_0012_happy
cross,actor_13_statement_02,train,pair_0012_sad
cross,actor_13_statement_02,train,pair_0013_happy
cross,actor_13_statement_02,train,pair_0013_sad
cross,actor_13_statement_02,train,pair_0016_happy
cross,actor_13_statement_02,train,pair_0016_sad
cross,actor_13_statement_02,train,pair_0017_happy
cross,actor_13_statement_02,train,pair_0017_sad
cross,actor_13_statement_02,train,pair_0020_happy
cross,actor_13_statement_02,train,pair_0020_sad
cross,actor_13_statement_02,train,pair_0021_happy
cross,actor_13_statement_02,train,pair_0021_sad
cross,actor_13_statement_02,train,pair_0024_happy
cross,actor_13_statement_02,train,pair_0024_sad
cross,actor_13_statement_02,train,pair_0025_happy
cross,actor_13_statement_02,train,pair_0025_sad
cross,actor_13_statement_02,train,pair_0028_happy
cross,actor_13_statement_02,train,pair_0028_sad
cross,actor_13_statement_02,train,pair_0029_happy
cross,actor_13_statement_02,train,pair_0029_sad
cross,actor_13_statement_02,train,pair_0032_happy
cross,actor_13_statement_02,train,pair_0032_sad
cross,actor_13_statement_02,train,pair_0033_happy
cross,actor_13_statement_02,train,pair_0033_sad
cross,actor_13_statement_02,train,pair_0036_happy
cross,actor_13_statement_02,train,pair_0036_sad
cross,actor_13_statement_02,train,pair_0037_happy
cross,actor_13_statement_02,train,pair_0037_sad
cross,actor_13_statement_02,train,pair_0040_happy
cross,actor_13_statement_02,train,pair_0040_sad
cross,actor_13_statement_02,train,pair_0041_happy
cross,actor_13_statement_02,train,pair_0041_sad
cross,actor_13_statement_02,train,pair_0044_happy
cross,actor_13_statement_02,train,pair_0044_sad
cross,actor_13_statement_02,train,pair_0045_happy
cross,actor_13_statement_02,train,pair_0045_sad
cross,actor_13_statement_02,train,pair_0052_happy
cross,actor_13_statement_02,train,pair_0052_sad
cross,actor_13_statement_02,train,pair_0053_happy
cross,actor_13_statement_02,train,pair_0053_sad
cross,actor_13_statement_02,train,pair_0056_happy
cross,actor_13_statement_02,train,pair_0056_sad
cross,actor_13_statement_02,train,pair_0057_happy
cross,actor_13_statement_02,train,pair_0057_sad
cross,actor_13_statement_02,train,pair_0060_happy
cross,actor_13_statement_02,train,pair_0060_sad
cross,actor_13_statement_02,train,pair_0061_happy
cross,actor_13_statement_02,train,pair_0061_sad
cross,actor_13_statement_02,train,pair_0064_happy
cross,actor_13_statement_02,train,pair_0064_sad
cross,actor_13_statement_02,train,pair_0065_happy
cross,actor_13_statement_02,train,pair_0065_sad
cross,actor_13_statement_02,train,pair_0068_happy
cross,actor_13_statement_02,train,pair_0068_sad
cross,actor_13_statement_02,train,pair_0069_happy
cross,actor_13_statement_02,train,pair_0069_sad
cross,actor_13_statement_02,train,pair_0072_happy
cross,actor_13_statement_02,train,pair_0072_sad
cross,actor_13_statement_02,train,pair_0073_happy
cross,actor_13_statement_02,train,pair_0073_sad
cross,actor_13_statement_02,train,pair_0076_happy
cross,actor_13_statement_02,train,pair_0076_sad
cross,actor_13_statement_02,train,pair_0077_happy
cross,actor_13_statement_02,train,pair_0077_sad
cross,actor_13_statement_02,train,pair_0080_happy
cross,actor_13_statement_02,train,pair_0080_sad
cross,actor_13_statement_02,train,pair_0081_happy
cross,actor_13_statement_02,train,pair_0081_sad
cross,actor_13_statement_02,train,pair_0084_happy
cross,actor_13_statement_02,train,pair_0084_sad
cross,actor_13_statement_02,train,pair_0085_happy
cross,actor_13_statement_02,train,pair_0085_sad
cross,actor_13_statement_02,train,pair_0088_happy
cross,actor_13_statement_02,train,pair_0088_sad
cross,actor_13_statement_02,train,pair_0089_happy
cross,actor_13_statement_02,train,pair_0089_sad
cross,actor_13_statement_02,train,pair_0092_happy
cross,actor_13_statement_02,train,pair_0092_sad
cross,actor_13_statement_02,train,pair_0093_happy
cross,actor_13_statement_02,train,pair_0093_sad
cross,actor_13_statement_02,test,pair_0050_happy
cross,actor_13_statement_02,test,pair_0050_sad
cross,actor_13_statement_02,test,pair_0051_happy
cross,actor_13_statement_02,test,pair_0051_sad
within,actor_14_statement_01,train,pair_0000_happy
within,actor_14_statement_01,train,pair_0000_sad
within,actor_14_statement_01,train,pair_0001_happy
within,actor_14_statement_01,train,pair_0001_sad
within,actor_14_statement_01,train,pair_0004_happy
within,actor_14_statement_01,train,pair_0004_sad
within,actor_14_statement_01,train,pair_0005_happy
within,actor_14_statement_01,train,pair_0005_sad
within,actor_14_statement_01,train,pair_0008_happy
within,actor_14_statement_01,train,pair_0008_sad
within,actor_14_statement_01,train,pair_0009_happy
within,actor_14_statement_01,train,pair_0009_sad
within,actor_14_statement_01,train,pair_0012_happy
within,actor_14_statement_01,train,pair_0012_sad
within,actor_14_statement_01,train,pair_0013_happy
within,actor_14_statement_01,train,pair_0013_sad
within,actor_14_statement_01,train,pair_0016_happy
within,actor_14_statement_01,train,pair_0016_sad
within,actor_14_statement_01,train,pair_0017_happy
within,actor_14_statement_01,train,pair_0017_sad
within,actor_14_statement_01,train,pair_0020_happy
within,actor_14_statement_01,train,pair_0020_sad
within,actor_14_statement_01,train,pair_0021_happy
within,actor_14_statement_01,train,pair_0021_sad
within,actor_14_statement_01,train,pair_0024_happy
within,actor_14_statement_01,train,pair_0024_sad
within,actor_14_statement_01,train,pair_0025_happy
within,actor_14_statement_01,train,pair_0025_sad
within,actor_14_statement_01,train,pair_0028_happy
within,actor_14_statement_01,train,pair_0028_sad
within,actor_14_statement_01,train,pair_0029_happy
within,actor_14_statement_01,train,pair_0029_sad
within,actor_14_statement_01,train,pair_0032_happy
within,actor_14_statement_01,train,pair_0032_sad
within,actor_14_statement_01,train,pair_0033_happy
within,actor_14_statement_01,train,pair_0033_sad
within,actor_14_statement_01,train,pair_0036_happy
within,actor_14_statement_01,train,pair_0036_sad
within,actor_14_statement_01,train,pair_0037_happy
within,actor_14_statement_01,train,pair_0037_sad
within,actor_14_statement_01,train,pair_0040_happy
within,actor_14_statement_01,train,pair_0040_sad
within,actor_14_statement_01,train,pair_0041_happy
within,actor_14_statement_01,train,pair_0041_sad
within,actor_14_statement_01,train,pair_0044_happy
within,actor_14_statement_01,train,pair_0044_sad
within,actor_14_statement_01,train,pair_0045_happy
within,actor_14_statement_01,train,pair_0045_sad
within,actor_14_statement_01,train,pair_0048_happy
within,actor_14_statement_01,train,pair_0048_sad
within,actor_14_statement_01,train,pair_0049_happy
within,actor_14_statement_01,train,pair_0049_sad
within,actor_14_statement_01,train,pair_0056_happy
within,actor_14_statement_01,train,pair_0056_sad
within,actor_14_statement_01,train,pair_0057_happy
within,actor_14_statement_01,train,pair_0057_sad
within,actor_14_statement_01,train,pair_0060_happy
within,actor_14_statement_01,train,pair_0060_sad
within,actor_14_statement_01,train,pair_0061_happy
within,actor_14_statement_01,train,pair_0061_sad
within,actor_14_statement_01,train,pair_0064_happy
within,actor_14_statement_01,train,pair_0064_sad
within,actor_14_statement_01,train,pair_0065_happy
within,actor_14_statement_01,train,pair_0065_sad
within,actor_14_statement_01,train,pair_0068_happy
within,actor_14_statement_01,train,pair_0068_sad
within,actor_14_statement_01,train,pair_0069_happy
within,actor_14_statement_01,train,pair_0069_sad
within,actor_14_statement_01,train,pair_0072_happy
within,actor_14_statement_01,train,pair_0072_sad
within,actor_14_statement_01,train,pair_0073_happy
within,actor_14_statement_01,train,pair_0073_sad
within,actor_14_statement_01,train,pair_0076_happy
within,actor_14_statement_01,train,pair_0076_sad
within,actor_14_statement_01,train,pair_0077_happy
within,actor_14_statement_01,train,pair_0077_sad
within,actor_14_statement_01,train,pair_0080_happy
within,actor_14_statement_01,train,pair_0080_sad
within,actor_14_statement_01,train,pair_0081_happy
within,actor_14_statement_01,train,pair_0081_sad
within,actor_14_statement_01,train,pair_0084_happy
within,actor_14_statement_01,train,pair_0084_sad
within,actor_14_statement_01,train,pair_0085_happy
within,actor_14_statement_01,train,pair_0085_sad
within,actor_14_statement_01,train,pair_0088_happy
within,actor_14_statement_01,train,pair_0088_sad
within,actor_14_statement_01,train,pair_0089_happy
within,actor_14_statement_01,train,pair_0089_sad
within,actor_14_statement_01,train,pair_0092_happy
within,actor_14_statement_01,train,pair_0092_sad
within,actor_14_statement_01,train,pair_0093_happy
within,actor_14_statement_01,train,pair_0093_sad
within,actor_14_statement_01,test,pair_0052_happy
within,actor_14_statement_01,test,pair_0052_sad
within,actor_14_statement_01,test,pair_0053_happy
within,actor_14_statement_01,test,pair_0053_sad
cross,actor_14_statement_01,train,pair_0002_happy
cross,actor_14_statement_01,train,pair_0002_sad
cross,actor_14_statement_01,train,pair_0003_happy
cross,actor_14_statement_01,train,pair_0003_sad
cross,actor_14_statement_01,train,pair_0006_happy
